0.000028,0.000035,0.000028,0.00004,0.000037,0.000074,0.000125,0.000029,0.000271,0.000289,0.000889,0.000031
0.000029,0.000037,0.000042,0.000024,0.000013,0.000024,0.000024,0.000047,0.000032,0.000041,0.000054,0.000194
0.000037,0.000041,0.000044,0.000033,0.000038,0.000045,0.000074,0.000097,0.000122,0.000169,0.00023,0.001093
0.000035,0.000043,0.00005,0.000061,0.000101,0.000147,0.000231,0.000318,0.000466,0.000549,0.000715,0.000989
0.000049,0.000073,0.000095,0.000137,0.000211,0.000284,0.00044,0.000613,0.00083,0.001105,0.001265,0.002082

0.000022,0.000026,0.000018,0.000026,0.000028,0.000057,0.000112,0.000022,0.000263,0.000285,0.000883,0.000025
0.00002,0.000024,0.000034,0.000016,0.00001,0.000015,0.000019,0.00003,0.000028,0.000033,0.000052,0.000184
0.000031,0.000032,0.000034,0.000031,0.000029,0.00004,0.000061,0.000088,0.000113,0.000164,0.000219,0.00108
0.000029,0.000033,0.000045,0.000054,0.000085,0.000143,0.000217,0.000316,0.000461,0.00054,0.000712,0.000988
0.000041,0.000064,0.000083,0.000128,0.000204,0.000277,0.000435,0.000605,0.000818,0.001101,0.001254,0.002074

0.000029,0.000037,0.000029,0.000051,0.000032,0.00008,0.000121,0.000041,0.000269,0.000303,0.000905,0.00003
0.00004,0.000036,0.000055,0.000033,0.000029,0.000017,0.000021,0.000043,0.000048,0.000056,0.000055,0.000207
0.000047,0.000046,0.000055,0.000033,0.000036,0.00005,0.000075,0.000101,0.000125,0.000178,0.000239,0.0011
0.000047,0.000054,0.000047,0.000057,0.000105,0.000155,0.000234,0.000336,0.000478,0.000557,0.000716,0.000997
0.000057,0.000074,0.000099,0.000143,0.000218,0.000294,0.000441,0.000606,0.000839,0.001115,0.001272,0.002085

0.00002,0.000025,0.000021,0.000023,0.000028,0.000062,0.000112,0.000017,0.000267,0.000285,0.000887,0.000022
0.000019,0.000022,0.000032,0.000021,0.000011,0.000009,0.000012,0.000031,0.000021,0.000037,0.000046,0.000181
0.000028,0.000029,0.000035,0.000023,0.000027,0.000037,0.000061,0.000091,0.000109,0.000164,0.000215,0.001079
0.000029,0.00003,0.000041,0.000049,0.000086,0.000138,0.000217,0.000316,0.000456,0.000538,0.00071,0.000987
0.000036,0.000062,0.000082,0.000125,0.000206,0.000279,0.000437,0.000604,0.000815,0.001102,0.001257,0.002076

0.000024,0.000033,0.000025,0.000036,0.000032,0.000065,0.00012,0.000025,0.000273,0.000287,0.000893,0.000029
0.000024,0.00003,0.000045,0.000026,0.000017,0.000017,0.00002,0.000041,0.000034,0.000043,0.000055,0.000191
0.000036,0.000036,0.000039,0.000033,0.00004,0.000045,0.000066,0.000092,0.000118,0.000172,0.000226,0.001085
0.000033,0.000038,0.000048,0.000058,0.000092,0.000144,0.000226,0.000321,0.000467,0.000545,0.000718,0.000992
0.00005,0.000069,0.000092,0.000136,0.000212,0.000287,0.000438,0.000608,0.000825,0.001109,0.001263,0.002079
