0.000023,0.000034,0.000042,0.000042,0.000047,0.00003,0.00006,0.000113,0.000232,0.000461,0.000663,0.000833
0.000049,0.000057,0.000026,0.000027,0.00001,0.000014,0.000018,0.000025,0.000424,0.000547,0.000218,0.00043
0.000038,0.000035,0.000032,0.000027,0.00003,0.000042,0.000064,0.000133,0.000136,0.000182,0.000349,0.00182
0.000024,0.000036,0.000043,0.000064,0.000074,0.000111,0.000219,0.000303,0.000395,0.000549,0.000802,0.000801
0.000065,0.000071,0.00009,0.000132,0.000181,0.000281,0.000354,0.000584,0.000778,0.001124,0.001577,0.002255

0.000025,0.000038,0.000044,0.000045,0.00005,0.000033,0.000062,0.000118,0.000235,0.000465,0.000664,0.000837
0.000053,0.00006,0.00003,0.00003,0.000014,0.000015,0.000021,0.000028,0.000427,0.000549,0.00022,0.000434
0.000042,0.000038,0.000034,0.000031,0.000034,0.000047,0.000065,0.000135,0.000138,0.000184,0.000352,0.001821
0.000028,0.000037,0.000043,0.000066,0.000079,0.000111,0.000222,0.000303,0.000396,0.000552,0.000805,0.000804
0.000065,0.000074,0.000091,0.000132,0.000182,0.000283,0.000356,0.000586,0.000781,0.001125,0.00158,0.002256

0.000025,0.000042,0.000049,0.000045,0.000058,0.000035,0.000071,0.000125,0.00024,0.000468,0.000673,0.000843
0.00006,0.000069,0.000038,0.000034,0.000015,0.00002,0.000025,0.00003,0.00043,0.000551,0.000221,0.000437
0.000048,0.000041,0.000039,0.000039,0.000037,0.000052,0.000065,0.000138,0.000145,0.000186,0.000359,0.001831
0.00003,0.000043,0.000054,0.000068,0.000083,0.000122,0.000228,0.000307,0.000402,0.00056,0.000805,0.000808
0.000072,0.000084,0.00009,0.00014,0.000186,0.000284,0.000362,0.000586,0.00078,0.001136,0.001585,0.002256

0.000027,0.000038,0.000048,0.000049,0.000052,0.000032,0.000066,0.000118,0.000241,0.000467,0.000668,0.000834
0.000058,0.000061,0.000031,0.000029,0.000019,0.000017,0.000027,0.000031,0.000431,0.000555,0.000218,0.00044
0.000045,0.000042,0.000036,0.000036,0.000035,0.000051,0.000064,0.00014,0.000143,0.000183,0.000356,0.001827
0.000031,0.000042,0.000046,0.000071,0.000079,0.000111,0.000226,0.000308,0.000401,0.000552,0.00081,0.000805
0.000069,0.000072,0.000092,0.000135,0.000187,0.000285,0.000359,0.000585,0.000782,0.001132,0.00158,0.002256

0.000023,0.000035,0.00004,0.000036,0.000047,0.00003,0.000055,0.000112,0.000228,0.00046,0.00066,0.000831
0.000043,0.000054,0.000023,0.000024,0.00001,0.000015,0.000013,0.000026,0.000423,0.000545,0.000214,0.00043
0.000031,0.000032,0.000029,0.000025,0.000029,0.000041,0.00006,0.000128,0.000131,0.000175,0.00035,0.001819
0.000023,0.000032,0.000036,0.000061,0.000072,0.000111,0.000218,0.000299,0.000391,0.000546,0.000797,0.000797
0.000057,0.000065,0.00009,0.000125,0.000182,0.000276,0.000354,0.000582,0.000773,0.001123,0.001573,0.002248
